trade_id,isin,security_name,quantity,price,trade_date,settlement_date,settlement_cycle,counterparty_id,counterparty_type,exchange,buy_sell,currency,source_system,segment
TRD-00166,INE160A01022,NESTLE INDIA,800,2419.8823,2026-06-04,2026-06-05,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00167,INE03VK01010,CARTRADE TECH,20,595.7989,2026-06-04,2026-06-05,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00168,INE059B01024,RAIN INDUSTRIES,75,121.6643,2026-06-04,2026-06-05,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00169,INE018A01030,LARSEN & TOUBRO,3600,3465.6899,2026-06-04,2026-06-05,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00170,INE883A01011,FINOLEX CABLES,200,979.8697,2026-06-04,2026-06-05,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00171,INE062A01020,STATE BANK OF INDIA,6500,810.5133,2026-06-04,2026-06-05,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00172,INE104S01021,UJJIVAN SFB,1700,41.7341,2026-06-04,2026-06-05,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00173,INE205A01025,SIEMENS,550,5882.0783,2026-06-04,2026-06-05,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00174,INE101A01026,KOTAK MAHINDRA BANK,150,1820.3094,2026-06-04,2026-06-05,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00175,INE726G01019,TRENT,65,5490.6489,2026-06-04,2026-06-05,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00176,INE047A01021,TITAN COMPANY,150,3479.5294,2026-06-04,2026-06-05,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00177,INE044A01036,DABUR INDIA,2200,591.9649,2026-06-04,2026-06-05,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00178,INE467B01029,TATA CONSULTANCY SERVICES,45,3748.7340,2026-06-04,2026-06-05,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00179,INE761H01022,AFFLE (INDIA),3500,1074.5275,2026-06-04,2026-06-05,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00180,INE021A01026,ASIAN PAINTS,300,2964.9991,2026-06-04,2026-06-05,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00181,INE669E01016,BHARTI AIRTEL,35,1684.6512,2026-06-04,2026-06-05,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00182,INE545U01014,NAZARA TECHNOLOGIES,1800,847.2872,2026-06-04,2026-06-05,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00183,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,15,1327.3227,2026-06-04,2026-06-05,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00184,INE092T01019,ZOMATO,110,242.1169,2026-06-04,2026-06-05,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00185,INE726G01019,TRENT,140,5602.2910,2026-06-05,2026-06-08,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00186,INE062A01020,STATE BANK OF INDIA,800,811.1421,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00187,INE090A01021,ICICI BANK,100,1254.4528,2026-06-05,2026-06-05,T0,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00188,INE883A01011,FINOLEX CABLES,200,958.0949,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00189,INE00WK01013,ROUTE MOBILE,3,1311.3655,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00190,INE883A01011,FINOLEX CABLES,16,983.3495,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00191,INE883A01011,FINOLEX CABLES,325,894.6151,2026-06-05,2026-06-08,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00192,INE040A01034,HDFC BANK,3500,1674.8424,2026-06-05,2026-06-08,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00193,INE121A01024,CHOLAMANDALAM INVESTMENT,1000,1502.1330,2026-06-05,2026-06-08,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00194,INE585B01010,MARUTI SUZUKI,750,12147.0864,2026-06-05,2026-06-05,T0,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00195,INE101A01026,KOTAK MAHINDRA BANK,150,1912.6956,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00196,INE129A01019,GAIL (INDIA),8000,205.7676,2026-06-05,2026-06-08,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00197,INE047A01021,TITAN COMPANY,10,3297.9577,2026-06-05,2026-06-08,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00198,INE00IN01015,PAYTM (ONE97),1000,468.2456,2026-06-05,2026-06-08,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00199,INE140A01024,BANK OF BARODA,300,254.8950,2026-06-05,2026-06-05,T0,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00200,INE124N01016,ANGEL ONE,1000,2440.1993,2026-06-05,2026-06-08,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00201,INE585B01010,MARUTI SUZUKI,500,12078.6810,2026-06-05,2026-06-08,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00202,INE124N01016,ANGEL ONE,2,2168.5182,2026-06-05,2026-06-08,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00203,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,200,805.0384,2026-06-05,2026-06-08,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00204,INE761H01022,AFFLE (INDIA),130,1248.1231,2026-06-05,2026-06-08,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00205,INE752E01010,PIDILITE INDUSTRIES,500,2778.9252,2026-06-05,2026-06-08,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00206,INE03VK01010,CARTRADE TECH,20,611.6967,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00207,INE628A01036,ULTRATECH CEMENT,1000,10568.1597,2026-06-05,2026-06-08,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00208,INE00WK01013,ROUTE MOBILE,25,1410.2596,2026-06-05,2026-06-08,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00209,INE092T01019,ZOMATO,1000,245.2888,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00210,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,8500,1344.2062,2026-06-05,2026-06-08,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00211,INE00IN01015,PAYTM (ONE97),1000,428.4180,2026-06-05,2026-06-08,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00212,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,250,1442.7936,2026-06-05,2026-06-08,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00213,INE121A01024,CHOLAMANDALAM INVESTMENT,500,1374.3748,2026-06-05,2026-06-08,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00214,INE140A01024,BANK OF BARODA,100,242.9434,2026-06-05,2026-06-08,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00215,INE018A01030,LARSEN & TOUBRO,40,3515.4870,2026-06-05,2026-06-08,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00216,INE047A01021,TITAN COMPANY,50,3140.0792,2026-06-05,2026-06-08,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00217,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,10,815.0326,2026-06-05,2026-06-08,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00218,INE883A01011,FINOLEX CABLES,250,898.1752,2026-06-05,2026-06-08,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00219,INE883A01011,FINOLEX CABLES,140,982.3367,2026-06-05,2026-06-08,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00220,INE140A01024,BANK OF BARODA,1,243.4276,2026-06-05,2026-06-05,T0,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00221,INE030A01027,HINDUSTAN UNILEVER,600,2569.3358,2026-06-05,2026-06-08,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00222,INE021A01026,ASIAN PAINTS,150,2983.2863,2026-06-05,2026-06-08,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00223,INE205A01025,SIEMENS,50,6181.9633,2026-06-05,2026-06-05,T0,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00224,INE044A01036,DABUR INDIA,9,592.2947,2026-06-05,2026-06-08,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00225,INE140A01024,BANK OF BARODA,2000,239.9382,2026-06-05,2026-06-08,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00226,INE044A01036,DABUR INDIA,8500,596.3013,2026-06-05,2026-06-08,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00227,INE062A01020,STATE BANK OF INDIA,60,809.5306,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00228,INE062A01020,STATE BANK OF INDIA,85,820.0934,2026-06-05,2026-06-08,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00229,INE00WK01013,ROUTE MOBILE,5000,1480.8200,2026-06-05,2026-06-08,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00230,INE002A01018,RELIANCE INDUSTRIES,2400,2960.1155,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00231,INE154A01025,ITC,50,468.2914,2026-06-05,2026-06-05,T0,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00232,INE259A01022,GODREJ CONSUMER PRODUCTS,600,1336.5461,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00233,INE883A01011,FINOLEX CABLES,180,908.9588,2026-06-05,2026-06-08,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00234,INE148I01020,POLICYBAZAAR (PB FINTECH),1600,1674.2536,2026-06-05,2026-06-08,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00235,INE238A01034,AXIS BANK,14,1142.2385,2026-06-05,2026-06-08,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00236,INE019A01038,WIPRO,10000,487.0417,2026-06-05,2026-06-05,T0,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00237,INE528G01035,SHRIRAM FINANCE,50,2449.0475,2026-06-05,2026-06-08,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00238,INE917I01010,AVENUE SUPERMARTS (DMART),250,4038.1292,2026-06-05,2026-06-08,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00239,INE059B01024,RAIN INDUSTRIES,12,162.3714,2026-06-05,2026-06-08,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00240,INE129A01019,GAIL (INDIA),1200,201.4046,2026-06-05,2026-06-08,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00241,INE628A01036,ULTRATECH CEMENT,1000,10231.1017,2026-06-05,2026-06-08,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00242,INE483S01020,LATENT VIEW ANALYTICS,1600,450.5995,2026-06-05,2026-06-08,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00243,INE397D01024,BHARAT FORGE,9,1225.4336,2026-06-08,2026-06-08,T0,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00244,INE009A01021,INFOSYS,3500,1623.8948,2026-06-08,2026-06-08,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00245,INE002A01018,RELIANCE INDUSTRIES,4000,2958.6879,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00246,INE047A01021,TITAN COMPANY,9000,3359.4885,2026-06-08,2026-06-09,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00247,INE216A01030,BHARAT ELECTRONICS,700,302.2423,2026-06-08,2026-06-09,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00248,INE00WK01013,ROUTE MOBILE,10,1365.1935,2026-06-08,2026-06-09,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00249,INE917I01010,AVENUE SUPERMARTS (DMART),275,3715.0093,2026-06-08,2026-06-09,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00250,INE047A01021,TITAN COMPANY,800,3486.6033,2026-06-08,2026-06-09,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00251,INE917I01010,AVENUE SUPERMARTS (DMART),17,3616.9119,2026-06-08,2026-06-09,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00252,INE576I01022,GRINDWELL NORTON,14,1941.2475,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00253,INE121A01024,CHOLAMANDALAM INVESTMENT,200,1473.5670,2026-06-08,2026-06-08,T0,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00254,INE576I01022,GRINDWELL NORTON,1,2059.6637,2026-06-08,2026-06-09,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00255,INE467B01029,TATA CONSULTANCY SERVICES,17,3765.9207,2026-06-08,2026-06-09,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00256,INE585B01010,MARUTI SUZUKI,500,12537.0384,2026-06-08,2026-06-09,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00257,INE140A01024,BANK OF BARODA,9500,240.9444,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00258,INE550C01020,TV TODAY NETWORK,3,204.3167,2026-06-08,2026-06-09,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00259,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,6,691.5761,2026-06-08,2026-06-09,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00260,INE752E01010,PIDILITE INDUSTRIES,175,2965.4455,2026-06-08,2026-06-09,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00261,INE238A01034,AXIS BANK,6,1189.3150,2026-06-08,2026-06-09,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00262,INE019A01038,WIPRO,50,451.3715,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00263,INE259A01022,GODREJ CONSUMER PRODUCTS,1000,1358.0996,2026-06-08,2026-06-09,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00264,INE528G01035,SHRIRAM FINANCE,75,2519.2075,2026-06-08,2026-06-08,T0,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00265,INE140A01024,BANK OF BARODA,8000,240.2662,2026-06-08,2026-06-08,T0,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00266,INE205A01025,SIEMENS,100,6036.3036,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00267,INE154A01025,ITC,130,445.8339,2026-06-08,2026-06-09,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00268,INE002A01018,RELIANCE INDUSTRIES,25,2776.1892,2026-06-08,2026-06-09,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00269,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,5,1272.4047,2026-06-08,2026-06-09,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00270,INE148O01018,EID PARRY (INDIA),200,687.9402,2026-06-08,2026-06-09,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00271,INE090A01021,ICICI BANK,1200,1173.6028,2026-06-08,2026-06-09,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00272,INE545U01014,NAZARA TECHNOLOGIES,30,823.8950,2026-06-08,2026-06-09,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00273,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,900,812.1911,2026-06-08,2026-06-09,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00274,INE030A01027,HINDUSTAN UNILEVER,2000,2463.9670,2026-06-08,2026-06-08,T0,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00275,INE752E01010,PIDILITE INDUSTRIES,550,2861.1239,2026-06-08,2026-06-09,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00276,INE129A01019,GAIL (INDIA),800,208.8717,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00277,INE03VK01010,CARTRADE TECH,15,672.5867,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00278,INE101A01026,KOTAK MAHINDRA BANK,3200,1777.8358,2026-06-08,2026-06-09,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00279,INE160A01022,NESTLE INDIA,75,2497.2102,2026-06-08,2026-06-09,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00280,INE140A01024,BANK OF BARODA,20,264.6029,2026-06-08,2026-06-09,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00281,INE883A01011,FINOLEX CABLES,1400,865.8917,2026-06-08,2026-06-09,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00282,INE628A01036,ULTRATECH CEMENT,9500,10397.5685,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00283,INE467B01029,TATA CONSULTANCY SERVICES,20,3774.0930,2026-06-08,2026-06-08,T0,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00284,INE795G01014,POWER GRID CORPORATION,6000,313.8081,2026-06-08,2026-06-09,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00285,INE009A01021,INFOSYS,30,1635.9845,2026-06-08,2026-06-08,T0,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00286,INE021A01026,ASIAN PAINTS,4000,3039.3267,2026-06-08,2026-06-09,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00287,INE140A01024,BANK OF BARODA,9500,249.3299,2026-06-09,2026-06-10,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00288,INE019A01038,WIPRO,90,453.0872,2026-06-09,2026-06-10,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00289,INE148I01020,POLICYBAZAAR (PB FINTECH),2000,1716.5918,2026-06-09,2026-06-09,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00290,INE062A01020,STATE BANK OF INDIA,100,862.6814,2026-06-09,2026-06-10,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00291,INE550C01020,TV TODAY NETWORK,400,194.3144,2026-06-09,2026-06-10,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00292,INE216A01030,BHARAT ELECTRONICS,190,303.0226,2026-06-09,2026-06-10,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00293,INE059B01024,RAIN INDUSTRIES,5000,126.3133,2026-06-09,2026-06-10,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00294,INE397D01024,BHARAT FORGE,2500,1189.0257,2026-06-09,2026-06-10,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00295,INE124N01016,ANGEL ONE,3200,2307.8152,2026-06-09,2026-06-10,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00296,INE669E01016,BHARTI AIRTEL,100,1596.7250,2026-06-09,2026-06-10,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00297,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,45,1443.7783,2026-06-09,2026-06-10,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00298,INE044A01036,DABUR INDIA,350,548.1933,2026-06-09,2026-06-10,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00299,INE009A01021,INFOSYS,2000,1605.1263,2026-06-09,2026-06-10,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00300,INE528G01035,SHRIRAM FINANCE,200,2448.7322,2026-06-09,2026-06-10,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00301,INE129A01019,GAIL (INDIA),25,208.6970,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00302,INE238A01034,AXIS BANK,125,1156.7092,2026-06-09,2026-06-10,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00303,INE550C01020,TV TODAY NETWORK,2500,214.6455,2026-06-09,2026-06-10,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00304,INE092T01019,ZOMATO,65,235.7807,2026-06-09,2026-06-10,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00305,INE216A01030,BHARAT ELECTRONICS,3,323.8559,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00306,INE576I01022,GRINDWELL NORTON,90,2019.3148,2026-06-09,2026-06-10,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00307,INE019A01038,WIPRO,1800,480.4554,2026-06-09,2026-06-10,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00308,INE752E01010,PIDILITE INDUSTRIES,4,2975.3015,2026-06-09,2026-06-09,T0,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00309,INE148I01020,POLICYBAZAAR (PB FINTECH),125,1864.6443,2026-06-09,2026-06-09,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00310,INE238A01034,AXIS BANK,60,1149.6763,2026-06-09,2026-06-10,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00311,INE140A01024,BANK OF BARODA,600,261.6664,2026-06-09,2026-06-10,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00312,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,190,711.6667,2026-06-09,2026-06-10,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00313,INE002A01018,RELIANCE INDUSTRIES,160,2771.2485,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00314,INE917I01010,AVENUE SUPERMARTS (DMART),1200,4040.4945,2026-06-09,2026-06-10,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00315,INE361B01024,CANARA BANK,85,107.9557,2026-06-09,2026-06-10,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00316,INE669E01016,BHARTI AIRTEL,140,1654.7329,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00317,INE090A01021,ICICI BANK,2400,1313.7523,2026-06-09,2026-06-09,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00318,INE030A01027,HINDUSTAN UNILEVER,450,2530.2997,2026-06-09,2026-06-10,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00319,INE361B01024,CANARA BANK,425,108.9593,2026-06-09,2026-06-10,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00320,INE140A01024,BANK OF BARODA,6500,235.0735,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00321,INE148O01018,EID PARRY (INDIA),12,771.4102,2026-06-09,2026-06-10,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00322,INE00WK01013,ROUTE MOBILE,1800,1470.7355,2026-06-09,2026-06-10,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00323,INE154A01025,ITC,350,431.9913,2026-06-09,2026-06-10,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00324,INE140A01024,BANK OF BARODA,2600,233.7093,2026-06-09,2026-06-10,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00325,INE761H01022,AFFLE (INDIA),150,1111.9814,2026-06-09,2026-06-10,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00326,INE176A01028,BAJAJ FINANCE,700,7310.9709,2026-06-09,2026-06-10,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00327,INE047A01021,TITAN COMPANY,10000,3343.5330,2026-06-09,2026-06-10,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00328,INE528G01035,SHRIRAM FINANCE,6,2573.7445,2026-06-09,2026-06-09,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00329,INE483S01020,LATENT VIEW ANALYTICS,120,435.2317,2026-06-09,2026-06-10,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00330,INE062A01020,STATE BANK OF INDIA,850,785.7485,2026-06-09,2026-06-10,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00331,INE154A01025,ITC,16,472.9680,2026-06-09,2026-06-10,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00332,INE669E01016,BHARTI AIRTEL,425,1550.4366,2026-06-09,2026-06-10,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
