ConfirmationID,TradeRef,ISIN_Code,Scrip,Qty,Rate,TradeDay,SettleDay,Cycle,BrokerCode,BrokerName,Exchange_Code,Side,CCY,DP_ID,DP_Account
BC-TRD-00139,TRD-00139,INE752E01010,PIDILITE_INDUSTRIES,300,2772.8849,03-Jun-2026,03-Jun-2026,T0,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00140,TRD-00140,INE176A01028,BAJAJ_FINANCE,30,7465.9045,04-Jun-2026,04-Jun-2026,T0,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00141,TRD-00141,INE044A01036,DABUR_INDIA,500,575.1810,04-Jun-2026,05-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00142,TRD-00142,INE059B01024,RAIN_INDUSTRIES,12,145.5494,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00143,TRD-00143,INE154A01025,ITC,9500,457.7158,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00144,TRD-00144,INE00WK01013,ROUTE_MOBILE,2000,1418.9073,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00145,TRD-00145,INE397D01024,BHARAT_FORGE,85,1279.2254,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00146,TRD-00146,INE121A01024,CHOLAMANDALAM_INVEST,1200,1533.5874,04-Jun-2026,05-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00147,TRD-00147,INE361B01024,CANARA_BANK,300,102.5829,04-Jun-2026,05-Jun-2026,T1,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00148,TRD-00148,INE259A01022,GODREJ_CONSUMER_PROD,300,1316.5479,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00149,TRD-00149,INE795G01014,POWER_GRID_CORPORATI,900,308.8340,04-Jun-2026,04-Jun-2026,T0,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00150,TRD-00150,INE576I01022,GRINDWELL_NORTON,3400,2008.5484,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00151,TRD-00151,INE021A01026,ASIAN_PAINTS,200,3099.9930,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00152,TRD-00152,INE101A01026,KOTAK_MAHINDRA_BANK,11,1925.2786,04-Jun-2026,05-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00153,TRD-00153,INE148O01018,EID_PARRY_(INDIA),60,673.5100,04-Jun-2026,05-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00154,TRD-00154,INE669E01016,BHARTI_AIRTEL,375,1653.8012,04-Jun-2026,04-Jun-2026,T0,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00155,TRD-00155,INE00IN01015,PAYTM_(ONE97),3500,416.7841,04-Jun-2026,05-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00156,TRD-00156,INE148I01020,POLICYBAZAAR_(PB_FIN,1200,1845.0674,04-Jun-2026,05-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00157,TRD-00157,INE160A01022,NESTLE_INDIA,85,2455.3498,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00158,TRD-00158,INE044A01036,DABUR_INDIA,600,615.7131,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00159,TRD-00159,INE397D01024,BHARAT_FORGE,13,1250.4014,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN501549,23406789
BC-TRD-00160,TRD-00160,INE129A01019,GAIL_(INDIA),50,176.3406,04-Jun-2026,05-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00161,TRD-00161,INE030A01027,HINDUSTAN_UNILEVER,5,2426.7772,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00162,TRD-00162,INE917I01010,AVENUE_SUPERMARTS_(D,50,3718.8201,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00163,TRD-00163,INE047A01021,TITAN_COMPANY,20,3505.8453,04-Jun-2026,05-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00164,TRD-00164,INE205A01025,SIEMENS,1200,6331.4970,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00165,TRD-00165,INE216A01030,BHARAT_ELECTRONICS,3200,282.6121,04-Jun-2026,05-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00166,TRD-00166,INE160A01022,NESTLE_INDIA,800,2419.8823,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00167,TRD-00167,INE03VK01010,CARTRADE_TECH,22,595.7989,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00168,TRD-00168,INE059B01024,RAIN_INDUSTRIES,75,121.6643,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00169,TRD-00169,INE018A01030,LARSEN_&_TOUBRO,3600,3465.6899,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00170,TRD-00170,INE883A01011,FINOLEX_CABLES,200,979.8697,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00171,TRD-00171,INE062A01020,STATE_BANK_OF_INDIA,6500,810.5133,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00172,TRD-00172,INE104S01021,UJJIVAN_SFB,1700,41.7341,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00173,TRD-00173,INE205A01025,SIEMENS,550,5882.0783,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00174,TRD-00174,INE101A01026,KOTAK_MAHINDRA_BANK,150,1820.3094,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00175,TRD-00175,INE726G01019,TRENT,65,5420.0634,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00176,TRD-00176,INE047A01021,TITAN_COMPANY,150,3479.5294,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00177,TRD-00177,INE044A01036,DABUR_INDIA,2200,591.9649,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00178,TRD-00178,INE467B01029,TATA_CONSULTANCY_SER,45,3748.7340,04-Jun-2026,05-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00179,TRD-00179,INE761H01022,AFFLE_(INDIA),3500,1074.5275,04-Jun-2026,05-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00180,TRD-00180,INE021A01026,ASIAN_PAINTS,300,2964.9991,04-Jun-2026,05-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00181,TRD-00181,INE669E01016,BHARTI_AIRTEL,35,1684.6512,04-Jun-2026,05-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00182,TRD-00182,INE545U01014,NAZARA_TECHNOLOGIES,1800,847.2872,04-Jun-2026,05-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00183,TRD-00183,INE03YQ01011,CLEAN_SCIENCE_&_TECH,15,1327.3227,04-Jun-2026,05-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00184,TRD-00184,INE092T01019,ZOMATO,110,242.1169,04-Jun-2026,05-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00185,TRD-00185,INE726G01019,TRENT,140,5602.2910,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00186,TRD-00186,INE062A01020,STATE_BANK_OF_INDIA,800,811.1421,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00187,TRD-00187,INE090A01021,ICICI_BANK,100,1254.4528,05-Jun-2026,05-Jun-2026,T0,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00188,TRD-00188,INE883A01011,FINOLEX_CABLES,200,958.0949,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00189,TRD-00189,INE00WK01013,ROUTE_MOBILE,3,1311.3655,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00190,TRD-00190,INE883A01011,FINOLEX_CABLES,16,983.3495,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00191,TRD-00191,INE883A01011,FINOLEX_CABLES,325,894.6151,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00192,TRD-00192,INE040A01034,HDFC_BANK,3500,1674.8424,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00193,TRD-00193,INE121A01024,CHOLAMANDALAM_INVEST,1000,1502.1330,05-Jun-2026,08-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00194,TRD-00194,INE585B01010,MARUTI_SUZUKI,750,12147.0864,05-Jun-2026,05-Jun-2026,T0,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00195,TRD-00195,INE101A01026,KOTAK_MAHINDRA_BANK,150,1912.6956,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00196,TRD-00196,INE129A01019,GAIL_(INDIA),8000,205.7676,05-Jun-2026,08-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN600757,45678971
BC-TRD-00197,TRD-00197,INE047A01021,TITAN_COMPANY,10,3297.9577,05-Jun-2026,08-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00198,TRD-00198,INE00IN01015,PAYTM_(ONE97),1000,468.2456,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00199,TRD-00199,INE140A01024,BANK_OF_BARODA,300,254.8950,05-Jun-2026,05-Jun-2026,T0,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00200,TRD-00200,INE124N01016,ANGEL_ONE,1000,2440.1993,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00201,TRD-00201,INE585B01010,MARUTI_SUZUKI,500,12078.6810,05-Jun-2026,08-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00202,TRD-00202,INE124N01016,ANGEL_ONE,2,2168.5182,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00203,TRD-00203,INE274J01014,HAPPIEST_MINDS_TECHN,200,805.0384,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00204,TRD-00204,INE761H01022,AFFLE_(INDIA),130,1248.1231,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00205,TRD-00205,INE752E01010,PIDILITE_INDUSTRIES,500,2778.9252,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00206,TRD-00206,INE03VK01010,CARTRADE_TECH,20,611.6967,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00207,TRD-00207,INE628A01036,ULTRATECH_CEMENT,1000,10568.1597,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00208,TRD-00208,INE00WK01013,ROUTE_MOBILE,25,1410.2596,05-Jun-2026,08-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00209,TRD-00209,INE092T01019,ZOMATO,1000,245.2888,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00210,TRD-00210,INE03YQ01011,CLEAN_SCIENCE_&_TECH,8500,1344.2062,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00211,TRD-00211,INE00IN01015,PAYTM_(ONE97),1000,428.4180,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00212,TRD-00212,INE03YQ01011,CLEAN_SCIENCE_&_TECH,250,1442.7936,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00213,TRD-00213,INE121A01024,CHOLAMANDALAM_INVEST,500,1374.3748,05-Jun-2026,08-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00214,TRD-00214,INE140A01024,BANK_OF_BARODA,114,242.9434,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00215,TRD-00215,INE018A01030,LARSEN_&_TOUBRO,40,3515.4870,05-Jun-2026,08-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00216,TRD-00216,INE047A01021,TITAN_COMPANY,50,3140.0792,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00217,TRD-00217,INE274J01014,HAPPIEST_MINDS_TECHN,10,815.0326,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00218,TRD-00218,INE883A01011,FINOLEX_CABLES,250,898.1752,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00219,TRD-00219,INE883A01011,FINOLEX_CABLES,140,982.3367,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00220,TRD-00220,INE140A01024,BANK_OF_BARODA,2,243.4276,05-Jun-2026,05-Jun-2026,T0,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00221,TRD-00221,INE030A01027,HINDUSTAN_UNILEVER,600,2569.3358,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00222,TRD-00222,INE021A01026,ASIAN_PAINTS,150,2983.2863,05-Jun-2026,08-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00223,TRD-00223,INE205A01025,SIEMENS,50,6181.9633,05-Jun-2026,05-Jun-2026,T0,BRK-002,ICICI Securities,BSE,B,INR,IN306549,23476789
BC-TRD-00224,TRD-00224,INE044A01036,DABUR_INDIA,9,592.2947,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN701549,23452789
BC-TRD-00225,TRD-00225,INE140A01024,BANK_OF_BARODA,2000,236.8037,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00226,TRD-00226,INE044A01036,DABUR_INDIA,8500,596.3013,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00227,TRD-00227,INE062A01020,STATE_BANK_OF_INDIA,60,809.5306,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00228,TRD-00228,INE062A01020,STATE_BANK_OF_INDIA,85,820.0934,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN380513,12345778
BC-TRD-00229,TRD-00229,INE00WK01013,ROUTE_MOBILE,5000,1480.8200,05-Jun-2026,08-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00230,TRD-00230,INE002A01018,RELIANCE_INDUSTRIES,2400,2960.1155,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00231,TRD-00231,INE154A01025,ITC,50,468.2914,05-Jun-2026,05-Jun-2026,T0,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00232,TRD-00232,INE259A01022,GODREJ_CONSUMER_PROD,600,1336.5461,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00233,TRD-00233,INE883A01011,FINOLEX_CABLES,180,935.8408,05-Jun-2026,08-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00234,TRD-00234,INE148I01020,POLICYBAZAAR_(PB_FIN,1600,1674.2536,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00235,TRD-00235,INE238A01034,AXIS_BANK,14,1142.2385,05-Jun-2026,08-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00236,TRD-00236,INE019A01038,WIPRO,10000,487.0417,05-Jun-2026,05-Jun-2026,T0,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00237,TRD-00237,INE528G01035,SHRIRAM_FINANCE,50,2449.0475,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00238,TRD-00238,INE917I01010,AVENUE_SUPERMARTS_(D,272,4038.1292,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00239,TRD-00239,INE059B01024,RAIN_INDUSTRIES,12,162.3714,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00240,TRD-00240,INE129A01019,GAIL_(INDIA),1200,201.4046,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00241,TRD-00241,INE628A01036,ULTRATECH_CEMENT,1000,10231.1017,05-Jun-2026,08-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00242,TRD-00242,INE483S01020,LATENT_VIEW_ANALYTIC,1600,450.5995,05-Jun-2026,08-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00243,TRD-00243,INE397D01024,BHARAT_FORGE,9,1225.4336,08-Jun-2026,08-Jun-2026,T0,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00244,TRD-00244,INE009A01021,INFOSYS,3500,1623.8948,08-Jun-2026,08-Jun-2026,T0,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00245,TRD-00245,INE002A01018,RELIANCE_INDUSTRIES,4000,2958.6879,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00246,TRD-00246,INE047A01021,TITAN_COMPANY,9000,3359.4885,08-Jun-2026,09-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00247,TRD-00247,INE216A01030,BHARAT_ELECTRONICS,700,302.2423,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00248,TRD-00248,INE00WK01013,ROUTE_MOBILE,10,1365.1935,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00249,TRD-00249,INE917I01010,AVENUE_SUPERMARTS_(D,275,3715.0093,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00250,TRD-00250,INE047A01021,TITAN_COMPANY,800,3486.6033,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN351774,56729012
BC-TRD-00251,TRD-00251,INE917I01010,AVENUE_SUPERMARTS_(D,17,3616.9119,08-Jun-2026,09-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00252,TRD-00252,INE576I01022,GRINDWELL_NORTON,14,1941.2475,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00253,TRD-00253,INE121A01024,CHOLAMANDALAM_INVEST,200,1473.5670,08-Jun-2026,08-Jun-2026,T0,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00254,TRD-00254,INE576I01022,GRINDWELL_NORTON,1,2059.6637,08-Jun-2026,09-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00255,TRD-00255,INE467B01029,TATA_CONSULTANCY_SER,17,3765.9207,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00256,TRD-00256,INE585B01010,MARUTI_SUZUKI,500,12537.0384,08-Jun-2026,09-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00257,TRD-00257,INE140A01024,BANK_OF_BARODA,9500,240.9444,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00258,TRD-00258,INE550C01020,TV_TODAY_NETWORK,3,204.3167,08-Jun-2026,09-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00259,TRD-00259,INE274J01014,HAPPIEST_MINDS_TECHN,6,691.5761,08-Jun-2026,09-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00260,TRD-00260,INE752E01010,PIDILITE_INDUSTRIES,175,2965.4455,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00261,TRD-00261,INE238A01034,AXIS_BANK,6,1189.3150,08-Jun-2026,09-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00262,TRD-00262,INE019A01038,WIPRO,50,451.3715,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00263,TRD-00263,INE259A01022,GODREJ_CONSUMER_PROD,1000,1358.0996,08-Jun-2026,09-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00264,TRD-00264,INE528G01035,SHRIRAM_FINANCE,75,2519.2075,08-Jun-2026,08-Jun-2026,T0,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00265,TRD-00265,INE140A01024,BANK_OF_BARODA,8000,240.2662,08-Jun-2026,08-Jun-2026,T0,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00266,TRD-00266,INE205A01025,SIEMENS,100,6036.3036,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00267,TRD-00267,INE154A01025,ITC,130,445.8339,08-Jun-2026,09-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00268,TRD-00268,INE002A01018,RELIANCE_INDUSTRIES,25,2776.1892,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00269,TRD-00269,INE03YQ01011,CLEAN_SCIENCE_&_TECH,5,1272.4047,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00270,TRD-00270,INE148O01018,EID_PARRY_(INDIA),200,687.9402,08-Jun-2026,09-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00271,TRD-00271,INE090A01021,ICICI_BANK,1200,1173.6028,08-Jun-2026,09-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00272,TRD-00272,INE545U01014,NAZARA_TECHNOLOGIES,30,823.8950,08-Jun-2026,09-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00273,TRD-00273,INE274J01014,HAPPIEST_MINDS_TECHN,900,812.1911,08-Jun-2026,09-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300737,45678101
BC-TRD-00274,TRD-00274,INE030A01027,HINDUSTAN_UNILEVER,2000,2463.9670,08-Jun-2026,08-Jun-2026,T0,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00275,TRD-00275,INE752E01010,PIDILITE_INDUSTRIES,550,2861.1239,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00276,TRD-00276,INE129A01019,GAIL_(INDIA),870,208.8717,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00277,TRD-00277,INE03VK01010,CARTRADE_TECH,15,672.5867,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00278,TRD-00278,INE101A01026,KOTAK_MAHINDRA_BANK,3200,1777.8358,08-Jun-2026,09-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
