holding_id,counterparty_id,isin,security_name,quantity,statement_date,source
28a6d2c6-997d-4f12-9662-eb7d67a73c9f,CUS-004,INE00WK01013,ROUTE MOBILE,5025,2026-06-08,CUSTODIAN_EOD_STATEMENT
43a5296a-e262-4a31-af31-05724423d905,CUS-005,INE092T01019,ZOMATO,-1000,2026-06-08,CUSTODIAN_EOD_STATEMENT
be81af2b-df3d-4c37-949b-c072aacdcc5c,CUS-002,INE00IN01015,PAYTM (ONE97),-1000,2026-06-08,CUSTODIAN_EOD_STATEMENT
2462edca-ea0a-45e2-9e79-e78acf4dc8d7,CUS-002,INE883A01011,FINOLEX CABLES,352,2026-06-08,CUSTODIAN_EOD_STATEMENT
a205f762-13f6-41ba-9125-ecd4b5309407,CUS-003,INE030A01027,HINDUSTAN UNILEVER,-1400,2026-06-08,CUSTODIAN_EOD_STATEMENT
8f536fb7-6ffa-44f2-a3a5-5c9cbe4b3a70,CUS-004,INE021A01026,ASIAN PAINTS,-150,2026-06-08,CUSTODIAN_EOD_STATEMENT
dadec5ed-6c82-4744-b6ac-2fc36290ed67,CUS-002,INE140A01024,BANK OF BARODA,-2000,2026-06-08,CUSTODIAN_EOD_STATEMENT
63fa6aa0-69d3-493a-b816-4a461622869b,CUS-001,INE062A01020,STATE BANK OF INDIA,-85,2026-06-08,CUSTODIAN_EOD_STATEMENT
ddf9573d-390f-4ad5-a98c-8bd65249468d,CUS-005,INE002A01018,RELIANCE INDUSTRIES,2400,2026-06-08,CUSTODIAN_EOD_STATEMENT
537a2c10-e31f-4cdb-a700-0cbc9d47ab85,CUS-001,INE238A01034,AXIS BANK,14,2026-06-08,CUSTODIAN_EOD_STATEMENT
adf82387-7df9-4070-b0bc-639671ced53b,CUS-005,INE917I01010,AVENUE SUPERMARTS (DMART),-250,2026-06-08,CUSTODIAN_EOD_STATEMENT
326ab6c9-417d-453d-95f4-83ac3bb8c6fc,CUS-005,INE059B01024,RAIN INDUSTRIES,-12,2026-06-08,CUSTODIAN_EOD_STATEMENT
840eaffa-2586-4910-8fa0-54e36215ec2f,CUS-005,INE129A01019,GAIL (INDIA),-1200,2026-06-08,CUSTODIAN_EOD_STATEMENT
874c0cf8-42d8-458b-8c8f-8d51070478f3,CUS-005,INE628A01036,ULTRATECH CEMENT,1000,2026-06-08,CUSTODIAN_EOD_STATEMENT
712e7254-7924-4284-a25e-d5eae19ab3b9,CUS-003,INE483S01020,LATENT VIEW ANALYTICS,1760,2026-06-08,CUSTODIAN_EOD_STATEMENT
d1f8221a-3efd-46ee-993f-a2d5ee15fa43,CUS-004,INE140A01024,BANK OF BARODA,1800,2026-06-09,CUSTODIAN_EOD_STATEMENT
b02a0901-3a0b-4a57-874b-6de496f5a750,CUS-001,INE205A01025,SIEMENS,1150,2026-06-09,CUSTODIAN_EOD_STATEMENT
029cb34b-f09a-4635-9a92-f6261c733da8,CUS-001,INE528G01035,SHRIRAM FINANCE,6590,2026-06-09,CUSTODIAN_EOD_STATEMENT
56c283d1-93ee-44b9-bd7e-0cc42fcb1b38,CUS-001,INE160A01022,NESTLE INDIA,-4700,2026-06-09,CUSTODIAN_EOD_STATEMENT
78b0707d-e000-4af0-a5f6-874cd981d504,CUS-002,INE009A01021,INFOSYS,-1030,2026-06-09,CUSTODIAN_EOD_STATEMENT
df6c2ecb-abbc-41df-b44a-d8f8167076db,CUS-001,INE018A01030,LARSEN & TOUBRO,6360,2026-06-09,CUSTODIAN_EOD_STATEMENT
5c56e06a-941e-4427-87d0-4b16fc05c698,CUS-005,INE140A01024,BANK OF BARODA,175,2026-06-09,CUSTODIAN_EOD_STATEMENT
d2a813f0-a005-4eea-ac9a-e3ce8c3659b8,CUS-005,INE205A01025,SIEMENS,75,2026-06-09,CUSTODIAN_EOD_STATEMENT
8ce631c9-8ca2-4a6c-8983-c262a68e9090,CUS-002,INE040A01034,HDFC BANK,-3455,2026-06-09,CUSTODIAN_EOD_STATEMENT
a853d640-9b83-4ee4-973e-55bd60138d98,CUS-005,INE154A01025,ITC,750,2026-06-09,CUSTODIAN_EOD_STATEMENT
5f96b308-106e-48ee-9411-a055d6862e61,CUS-003,INE576I01022,GRINDWELL NORTON,3425,2026-06-09,CUSTODIAN_EOD_STATEMENT
3207f6d5-9375-49b5-8adb-0a3cb20f4cb5,CUS-003,INE148I01020,POLICYBAZAAR (PB FINTECH),-1635,2026-06-09,CUSTODIAN_EOD_STATEMENT
c83ff214-b352-4541-90bb-a813633339c8,CUS-005,INE726G01019,TRENT,-300,2026-06-09,CUSTODIAN_EOD_STATEMENT
018ea0d3-13b7-46e1-a4db-c45aa23f35fb,CUS-001,INE795G01014,POWER GRID CORPORATION,105,2026-06-09,CUSTODIAN_EOD_STATEMENT
6b0b5a95-41ee-48c5-bf4c-4beab0c20c0a,CUS-003,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,500,2026-06-09,CUSTODIAN_EOD_STATEMENT
0c0201f3-e424-4e3f-a7a1-c2ff7e179209,CUS-001,INE550C01020,TV TODAY NETWORK,-6100,2026-06-09,CUSTODIAN_EOD_STATEMENT
9c1372f0-70d5-4e74-a05d-d1430e601263,CUS-002,INE059B01024,RAIN INDUSTRIES,74,2026-06-09,CUSTODIAN_EOD_STATEMENT
63d9ce80-aa2e-4e54-8b41-429bdbc3273d,CUS-002,INE160A01022,NESTLE INDIA,-4,2026-06-09,CUSTODIAN_EOD_STATEMENT
596aaf28-f4fc-4687-a3f6-f7ad621d1ba3,CUS-003,INE009A01021,INFOSYS,4500,2026-06-09,CUSTODIAN_EOD_STATEMENT
b4828b44-5dea-4f4c-a73d-26db70ee71af,CUS-004,INE726G01019,TRENT,1800,2026-06-09,CUSTODIAN_EOD_STATEMENT
e1b40da2-f37c-4423-8bcc-2472458fa575,CUS-005,INE467B01029,TATA CONSULTANCY SERVICES,-3792,2026-06-09,CUSTODIAN_EOD_STATEMENT
8a5e596f-5829-40b1-a3ff-e6bb0164a091,CUS-003,INE550C01020,TV TODAY NETWORK,3046,2026-06-09,CUSTODIAN_EOD_STATEMENT
cd425c91-b648-4f2b-9065-b67478e2fd65,CUS-003,INE03VK01010,CARTRADE TECH,-89,2026-06-09,CUSTODIAN_EOD_STATEMENT
fd955fb4-fa73-4af0-aa45-af3924e9e660,CUS-001,INE129A01019,GAIL (INDIA),2100,2026-06-09,CUSTODIAN_EOD_STATEMENT
b1ae23a5-5101-46da-bb92-bc89bc59d07a,CUS-003,INE205A01025,SIEMENS,1885,2026-06-09,CUSTODIAN_EOD_STATEMENT
467c5d7e-da89-4f93-a5d3-361b807bf9f7,CUS-005,INE795G01014,POWER GRID CORPORATION,6030,2026-06-09,CUSTODIAN_EOD_STATEMENT
8319ef04-70a9-44ea-b54c-a5ecc1c0a0a9,CUS-003,INE528G01035,SHRIRAM FINANCE,-3544,2026-06-09,CUSTODIAN_EOD_STATEMENT
124d55dd-cef8-4d51-b461-b6b04f50e5e8,CUS-002,INE576I01022,GRINDWELL NORTON,-26,2026-06-09,CUSTODIAN_EOD_STATEMENT
c3f8fa3e-e1e9-4eb9-8cfb-832695944e0a,CUS-002,INE092T01019,ZOMATO,3200,2026-06-09,CUSTODIAN_EOD_STATEMENT
c0ca41ae-bd05-41ac-91b5-6bccd678af4e,CUS-005,INE104S01021,UJJIVAN SFB,3007,2026-06-09,CUSTODIAN_EOD_STATEMENT
065f1a9e-648c-4b19-aad2-e0d5e42c4da0,CUS-005,INE040A01034,HDFC BANK,2500,2026-06-09,CUSTODIAN_EOD_STATEMENT
d8f585d8-648d-4d32-8c2a-8df43a3ae97c,CUS-005,INE148O01018,EID PARRY (INDIA),-10060,2026-06-09,CUSTODIAN_EOD_STATEMENT
09f3fbe2-b936-4bc8-8f91-54e630e64eb7,CUS-002,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,-8910,2026-06-09,CUSTODIAN_EOD_STATEMENT
b079fee4-de5f-4f60-8d57-7dca9261a89f,CUS-003,INE059B01024,RAIN INDUSTRIES,-237,2026-06-09,CUSTODIAN_EOD_STATEMENT
94f5eeb2-0bc1-4f14-ad3e-322bce6f7f86,CUS-002,INE238A01034,AXIS BANK,50,2026-06-09,CUSTODIAN_EOD_STATEMENT
18a8e63d-51c5-4b78-8cec-d88fa21013f5,CUS-004,INE019A01038,WIPRO,-7000,2026-06-09,CUSTODIAN_EOD_STATEMENT
f53562d3-be5e-4f4a-9a53-eda7f1f565fd,CUS-003,INE361B01024,CANARA BANK,-500,2026-06-09,CUSTODIAN_EOD_STATEMENT
e0328c4c-592d-4813-8392-4cc2ed6a7925,CUS-004,INE259A01022,GODREJ CONSUMER PRODUCTS,-400,2026-06-09,CUSTODIAN_EOD_STATEMENT
d03595e6-7983-4902-b242-c475be09d0d5,CUS-001,INE467B01029,TATA CONSULTANCY SERVICES,-150,2026-06-09,CUSTODIAN_EOD_STATEMENT
1e6e1e52-1397-4544-a7e9-4ef6730a4a98,CUS-001,INE044A01036,DABUR INDIA,9000,2026-06-09,CUSTODIAN_EOD_STATEMENT
80497c85-8eb5-461a-817b-b0e44570fae5,CUS-001,INE176A01028,BAJAJ FINANCE,-7500,2026-06-09,CUSTODIAN_EOD_STATEMENT
63ecdd05-998d-4430-a104-9c212edece01,CUS-002,INE148I01020,POLICYBAZAAR (PB FINTECH),452,2026-06-09,CUSTODIAN_EOD_STATEMENT
6dabcaa0-c388-42bc-bd8a-a8220a0c2a0f,CUS-004,INE148I01020,POLICYBAZAAR (PB FINTECH),-1975,2026-06-09,CUSTODIAN_EOD_STATEMENT
78713c43-4ee9-4f9a-b236-bfd4894e7d44,CUS-005,INE160A01022,NESTLE INDIA,-1100,2026-06-09,CUSTODIAN_EOD_STATEMENT
104dd7d6-d0d6-492b-b165-0049b3a24147,CUS-002,INE044A01036,DABUR INDIA,-2089,2026-06-09,CUSTODIAN_EOD_STATEMENT
bbac6535-2ded-4c97-aa7a-2abff667ce55,CUS-002,INE795G01014,POWER GRID CORPORATION,-2600,2026-06-09,CUSTODIAN_EOD_STATEMENT
07a1c70e-4206-496b-8098-be6c02e6e4a5,CUS-005,INE03VK01010,CARTRADE TECH,-120,2026-06-09,CUSTODIAN_EOD_STATEMENT
2b57b76d-02fc-4f74-a2c1-751d40fdb43f,CUS-003,INE062A01020,STATE BANK OF INDIA,-355,2026-06-09,CUSTODIAN_EOD_STATEMENT
96a098ad-bce9-418f-8d5f-4715f9546799,CUS-004,INE092T01019,ZOMATO,2510,2026-06-09,CUSTODIAN_EOD_STATEMENT
b920a5bd-6ed5-48d1-98d1-c46f451777ea,CUS-004,INE129A01019,GAIL (INDIA),-7300,2026-06-09,CUSTODIAN_EOD_STATEMENT
1f942efa-3251-4337-91cc-e7d564542cb4,CUS-003,INE761H01022,AFFLE (INDIA),-230,2026-06-09,CUSTODIAN_EOD_STATEMENT
523026b1-3fa8-48e9-a7c5-5fa274892391,CUS-005,INE545U01014,NAZARA TECHNOLOGIES,900,2026-06-09,CUSTODIAN_EOD_STATEMENT
9a433221-b763-41ac-97fa-bd99d22f6cd9,CUS-004,INE238A01034,AXIS BANK,40,2026-06-09,CUSTODIAN_EOD_STATEMENT
b522fdad-30d8-4968-885b-b7bff27a0d00,CUS-003,INE726G01019,TRENT,-1650,2026-06-09,CUSTODIAN_EOD_STATEMENT
dd284e32-3a8a-4f26-b141-656d9eed12e6,CUS-001,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,-5485,2026-06-09,CUSTODIAN_EOD_STATEMENT
97217a10-957d-4012-9da8-15c0dfac72e4,CUS-005,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,390,2026-06-09,CUSTODIAN_EOD_STATEMENT
23403bed-1662-4d98-9a5c-c289ff89581f,CUS-004,INE047A01021,TITAN COMPANY,-415,2026-06-09,CUSTODIAN_EOD_STATEMENT
4d3ee484-cc21-42b2-b2d3-ebbc0ae7bb07,CUS-005,INE585B01010,MARUTI SUZUKI,-680,2026-06-09,CUSTODIAN_EOD_STATEMENT
1d0a8263-3176-4ae4-8add-a6800f1c06e9,CUS-003,INE669E01016,BHARTI AIRTEL,-100,2026-06-09,CUSTODIAN_EOD_STATEMENT
8b8b9965-084c-4f17-9a50-f28dd667dfee,CUS-004,INE545U01014,NAZARA TECHNOLOGIES,1030,2026-06-09,CUSTODIAN_EOD_STATEMENT
ced5eb01-8d6a-40f9-b642-70c3b9bdb6d6,CUS-002,INE090A01021,ICICI BANK,950,2026-06-09,CUSTODIAN_EOD_STATEMENT
3d47e805-a7c8-499e-bdb2-e97ecad18301,CUS-004,INE483S01020,LATENT VIEW ANALYTICS,-300,2026-06-09,CUSTODIAN_EOD_STATEMENT
68e37d18-95ed-4e08-ada4-c78009edbe50,CUS-003,INE545U01014,NAZARA TECHNOLOGIES,6000,2026-06-09,CUSTODIAN_EOD_STATEMENT
9eac86af-be95-48fe-9d8e-c4d2560108c7,CUS-005,INE124N01016,ANGEL ONE,7000,2026-06-09,CUSTODIAN_EOD_STATEMENT
5242a354-fc7f-4d67-a682-beb67903f3d0,CUS-005,INE761H01022,AFFLE (INDIA),-1000,2026-06-09,CUSTODIAN_EOD_STATEMENT
8ac33856-b3c0-46d3-8be3-ec4bb7f54657,CUS-002,INE467B01029,TATA CONSULTANCY SERVICES,-38,2026-06-09,CUSTODIAN_EOD_STATEMENT
63a7dd35-f47f-483b-b5a3-e79ada0010a5,CUS-001,INE154A01025,ITC,-11405,2026-06-09,CUSTODIAN_EOD_STATEMENT
834bb96c-de95-402b-a2f6-f1af7b9e71d2,CUS-003,INE917I01010,AVENUE SUPERMARTS (DMART),-70,2026-06-09,CUSTODIAN_EOD_STATEMENT
189fd6b5-0bd2-4eef-9d29-304d034a5a7f,CUS-002,INE021A01026,ASIAN PAINTS,-5790,2026-06-09,CUSTODIAN_EOD_STATEMENT
ed0c39f8-9d4e-448e-82f0-250cd8d72cb0,CUS-003,INE092T01019,ZOMATO,1700,2026-06-09,CUSTODIAN_EOD_STATEMENT
1bbd0f01-e773-400f-8a6e-60f47a1c79fa,CUS-002,INE917I01010,AVENUE SUPERMARTS (DMART),-900,2026-06-09,CUSTODIAN_EOD_STATEMENT
3e7e724b-600b-4142-b6f8-f5ed257714f8,CUS-002,INE752E01010,PIDILITE INDUSTRIES,762,2026-06-09,CUSTODIAN_EOD_STATEMENT
be1fe49a-3643-419c-aea6-ea7dc872df39,CUS-004,INE124N01016,ANGEL ONE,-75,2026-06-09,CUSTODIAN_EOD_STATEMENT
1556bc30-bff5-4ddd-bfc9-418c80711e81,CUS-001,INE059B01024,RAIN INDUSTRIES,-100,2026-06-09,CUSTODIAN_EOD_STATEMENT
62b39b42-29af-4ca8-a1e6-5744758d459d,CUS-001,INE040A01034,HDFC BANK,-80,2026-06-09,CUSTODIAN_EOD_STATEMENT
13831753-1c50-4114-8255-9b3740444509,CUS-002,INE726G01019,TRENT,-685,2026-06-09,CUSTODIAN_EOD_STATEMENT
57f03a3a-3e7e-44aa-9d22-c2c77e5cfa9c,CUS-002,INE550C01020,TV TODAY NETWORK,4800,2026-06-09,CUSTODIAN_EOD_STATEMENT
1a6ea9f5-0dc8-4767-8463-3cd8050d9ca3,CUS-004,INE550C01020,TV TODAY NETWORK,763,2026-06-09,CUSTODIAN_EOD_STATEMENT
73ba1d4e-c7d2-49a6-9e7c-03b4a457e500,CUS-005,INE669E01016,BHARTI AIRTEL,-925,2026-06-09,CUSTODIAN_EOD_STATEMENT
3ce0ee40-3019-48e0-87b7-b0c7721c36b0,CUS-005,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,-70,2026-06-09,CUSTODIAN_EOD_STATEMENT
f8914ea2-f58d-44a0-b3ca-d7c2b762430b,CUS-005,INE259A01022,GODREJ CONSUMER PRODUCTS,-640,2026-06-09,CUSTODIAN_EOD_STATEMENT
45aee353-956f-4b5b-bc64-3dffb024ed61,CUS-003,INE238A01034,AXIS BANK,7494,2026-06-09,CUSTODIAN_EOD_STATEMENT
bbc0f796-c6a6-4609-953a-5a3a939bb0ff,CUS-002,INE00WK01013,ROUTE MOBILE,2090,2026-06-09,CUSTODIAN_EOD_STATEMENT
256d978d-888a-4876-905c-5f8ce728638f,CUS-001,INE628A01036,ULTRATECH CEMENT,250,2026-06-09,CUSTODIAN_EOD_STATEMENT
8436b5f7-e3bb-4133-bff9-debcb565bca4,CUS-001,INE585B01010,MARUTI SUZUKI,1000,2026-06-09,CUSTODIAN_EOD_STATEMENT
6c2822ea-0b4b-4b61-9170-fa38f24b9d55,CUS-004,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,106,2026-06-09,CUSTODIAN_EOD_STATEMENT
4f71e2aa-5b3d-4882-84a8-ef9a68fca699,CUS-001,INE090A01021,ICICI BANK,-11,2026-06-09,CUSTODIAN_EOD_STATEMENT
c21b8c77-55c5-4d31-8486-b115e4f41799,CUS-001,INE121A01024,CHOLAMANDALAM INVESTMENT,-7600,2026-06-09,CUSTODIAN_EOD_STATEMENT
39ea0fcc-fa11-4df2-9d40-18cd78c24a67,CUS-004,INE062A01020,STATE BANK OF INDIA,2200,2026-06-09,CUSTODIAN_EOD_STATEMENT
18d3b569-d6f4-4a2f-9352-d672c1cea937,CUS-005,INE528G01035,SHRIRAM FINANCE,400,2026-06-09,CUSTODIAN_EOD_STATEMENT
24c5f7ad-b021-45b4-a9d6-b4bc05bed559,CUS-003,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,60,2026-06-09,CUSTODIAN_EOD_STATEMENT
023c3819-c85c-4a87-9ed0-058ad3b815d7,CUS-003,INE044A01036,DABUR INDIA,-18,2026-06-09,CUSTODIAN_EOD_STATEMENT
ce849b63-84be-4dee-9bed-ba719b44b51b,CUS-003,INE090A01021,ICICI BANK,3000,2026-06-09,CUSTODIAN_EOD_STATEMENT
d44a22b2-9cbf-436b-a4f1-678c9b097158,CUS-005,INE00WK01013,ROUTE MOBILE,18,2026-06-09,CUSTODIAN_EOD_STATEMENT
b68c0be8-f5b4-4429-b57d-6908f944b4b2,CUS-001,INE397D01024,BHARAT FORGE,1324,2026-06-09,CUSTODIAN_EOD_STATEMENT
ea4c4345-42f7-49a4-8106-01e7217d91f7,CUS-005,INE483S01020,LATENT VIEW ANALYTICS,-8,2026-06-09,CUSTODIAN_EOD_STATEMENT
f1b320a2-d612-4ada-9587-813045e3f5aa,CUS-001,INE002A01018,RELIANCE INDUSTRIES,90,2026-06-09,CUSTODIAN_EOD_STATEMENT
7e9e9493-c070-42b2-bebc-e717c3535d5b,CUS-002,INE545U01014,NAZARA TECHNOLOGIES,-50,2026-06-09,CUSTODIAN_EOD_STATEMENT
f567814f-c582-441e-890c-5874fdbc095d,CUS-001,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,-65,2026-06-09,CUSTODIAN_EOD_STATEMENT
ec36582d-76b0-4808-8174-06e79419bbd3,CUS-005,INE176A01028,BAJAJ FINANCE,30,2026-06-09,CUSTODIAN_EOD_STATEMENT
df85471b-499d-4dda-820e-00185d23f034,CUS-003,INE795G01014,POWER GRID CORPORATION,900,2026-06-09,CUSTODIAN_EOD_STATEMENT
66e1a15b-b986-428c-be09-fa880235c1c1,CUS-005,INE044A01036,DABUR INDIA,-500,2026-06-09,CUSTODIAN_EOD_STATEMENT
7739c1a4-b192-48ce-b715-3cb6a0efaa65,CUS-005,INE121A01024,CHOLAMANDALAM INVESTMENT,1000,2026-06-09,CUSTODIAN_EOD_STATEMENT
0ea84f24-8f3a-4aae-9262-e2cebb5f1f63,CUS-001,INE361B01024,CANARA BANK,300,2026-06-09,CUSTODIAN_EOD_STATEMENT
54c3abb0-3b16-40bd-9647-5d88278ed8a1,CUS-002,INE259A01022,GODREJ CONSUMER PRODUCTS,300,2026-06-09,CUSTODIAN_EOD_STATEMENT
f28f2cb4-682d-46d9-aff6-6dfeb84f4192,CUS-005,INE101A01026,KOTAK MAHINDRA BANK,-139,2026-06-09,CUSTODIAN_EOD_STATEMENT
e733ef52-c23c-4056-bf08-fa5a0d940f4d,CUS-005,INE00IN01015,PAYTM (ONE97),-3150,2026-06-09,CUSTODIAN_EOD_STATEMENT
ebeae13f-2103-4e56-9098-088a215219b4,CUS-005,INE148I01020,POLICYBAZAAR (PB FINTECH),-1200,2026-06-09,CUSTODIAN_EOD_STATEMENT
24d3c0f7-c8f6-437d-9fc5-c1f23da07a24,CUS-003,INE160A01022,NESTLE INDIA,-85,2026-06-09,CUSTODIAN_EOD_STATEMENT
ac8fb91a-b3d1-44d8-b788-03f3be728356,CUS-002,INE397D01024,BHARAT FORGE,-13,2026-06-09,CUSTODIAN_EOD_STATEMENT
03263b5e-579a-4111-bdcc-90d0edb79e23,CUS-002,INE030A01027,HINDUSTAN UNILEVER,5,2026-06-09,CUSTODIAN_EOD_STATEMENT
8241773c-0e0c-4d70-8754-7964189bce70,CUS-001,INE917I01010,AVENUE SUPERMARTS (DMART),-33,2026-06-09,CUSTODIAN_EOD_STATEMENT
6350af2b-18fa-4352-9a62-96cbfa1768da,CUS-005,INE047A01021,TITAN COMPANY,-820,2026-06-09,CUSTODIAN_EOD_STATEMENT
e624bde3-40df-4640-8d4c-23eeea493bf2,CUS-004,INE216A01030,BHARAT ELECTRONICS,3200,2026-06-09,CUSTODIAN_EOD_STATEMENT
4ccc304a-0f1b-4731-972f-edb87c2b3ce2,CUS-003,INE883A01011,FINOLEX CABLES,-200,2026-06-09,CUSTODIAN_EOD_STATEMENT
c6336132-e161-49f0-9151-5e6e796bb7f9,CUS-002,INE062A01020,STATE BANK OF INDIA,-6500,2026-06-09,CUSTODIAN_EOD_STATEMENT
cbe721ee-a8d5-4891-be29-053ba99297b2,CUS-001,INE104S01021,UJJIVAN SFB,-1700,2026-06-09,CUSTODIAN_EOD_STATEMENT
d5736c7d-3afd-4123-abe1-19faa1679085,CUS-001,INE101A01026,KOTAK MAHINDRA BANK,-150,2026-06-09,CUSTODIAN_EOD_STATEMENT
aaa2e22c-9c43-4059-bd20-bf9d4b3e99d2,CUS-003,INE047A01021,TITAN COMPANY,-7920,2026-06-09,CUSTODIAN_EOD_STATEMENT
bf488b5f-adb3-40dd-9d21-aa2e3331568e,CUS-004,INE467B01029,TATA CONSULTANCY SERVICES,-45,2026-06-09,CUSTODIAN_EOD_STATEMENT
a16a45e1-6d14-455d-9b72-c1b45e16040e,CUS-001,INE761H01022,AFFLE (INDIA),-3500,2026-06-09,CUSTODIAN_EOD_STATEMENT
6649d913-7c9d-4412-83f3-1b9d0668ed64,CUS-003,INE021A01026,ASIAN PAINTS,-300,2026-06-09,CUSTODIAN_EOD_STATEMENT
98218665-d903-4b4b-9cb1-d1300d48e3f1,CUS-002,INE669E01016,BHARTI AIRTEL,35,2026-06-09,CUSTODIAN_EOD_STATEMENT
5d8e1639-1660-42d2-b0d9-53a303010c61,CUS-004,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,15,2026-06-09,CUSTODIAN_EOD_STATEMENT
f762e589-6703-4266-81a5-73fc43b087a5,CUS-001,INE140A01024,BANK OF BARODA,-7601,2026-06-09,CUSTODIAN_EOD_STATEMENT
e6f0dee7-5e03-4dd1-95fe-cec67ee91702,CUS-002,INE205A01025,SIEMENS,-50,2026-06-09,CUSTODIAN_EOD_STATEMENT
fe056aa4-7ecd-4abf-82fa-c19a5eae0a91,CUS-001,INE019A01038,WIPRO,9000,2026-06-09,CUSTODIAN_EOD_STATEMENT
f60ac3a7-68f4-4e43-98b7-f4beded41d03,CUS-001,INE726G01019,TRENT,140,2026-06-09,CUSTODIAN_EOD_STATEMENT
47eede49-7a5e-421b-977e-bc67201b89f8,CUS-005,INE062A01020,STATE BANK OF INDIA,860,2026-06-09,CUSTODIAN_EOD_STATEMENT
bb796420-21a0-42b6-9b41-2aaf78e56cf6,CUS-005,INE883A01011,FINOLEX CABLES,184,2026-06-09,CUSTODIAN_EOD_STATEMENT
8b382960-7971-4429-ae6a-1709deac7cdb,CUS-001,INE883A01011,FINOLEX CABLES,-1975,2026-06-09,CUSTODIAN_EOD_STATEMENT
a8eca74d-f9c9-4539-857b-f9a2d17efcdb,CUS-003,INE00IN01015,PAYTM (ONE97),1000,2026-06-09,CUSTODIAN_EOD_STATEMENT
6d7f8ab7-0f6e-43fc-b1cd-e3b5190641e0,CUS-001,INE124N01016,ANGEL ONE,-900,2026-06-09,CUSTODIAN_EOD_STATEMENT
c793b47e-3dab-48d1-93b8-0f6b0f178eb5,CUS-003,INE124N01016,ANGEL ONE,3,2026-06-09,CUSTODIAN_EOD_STATEMENT
c197b3f1-2434-4424-bc76-23e80d5298c5,CUS-002,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,-190,2026-06-09,CUSTODIAN_EOD_STATEMENT
0ad04389-2164-43ec-8d91-34e17f99420b,CUS-001,INE752E01010,PIDILITE INDUSTRIES,-500,2026-06-09,CUSTODIAN_EOD_STATEMENT
c335334d-e4bb-413b-8d60-6a3f768b414d,CUS-002,INE628A01036,ULTRATECH CEMENT,-8500,2026-06-09,CUSTODIAN_EOD_STATEMENT
62effeb3-0a32-4754-920c-1303c5ab51ea,CUS-004,INE00WK01013,ROUTE MOBILE,5025,2026-06-09,CUSTODIAN_EOD_STATEMENT
b31ea9eb-6b10-431b-b347-e12e994577da,CUS-005,INE092T01019,ZOMATO,-1000,2026-06-09,CUSTODIAN_EOD_STATEMENT
41f1c430-eda8-4719-9c27-d93f9ef4fa75,CUS-002,INE00IN01015,PAYTM (ONE97),-1000,2026-06-09,CUSTODIAN_EOD_STATEMENT
82865714-9d63-41bd-a829-8fc56b0be588,CUS-002,INE883A01011,FINOLEX CABLES,320,2026-06-09,CUSTODIAN_EOD_STATEMENT
18cfa830-334c-47e3-bf2b-497e9f33d62a,CUS-003,INE030A01027,HINDUSTAN UNILEVER,-1400,2026-06-09,CUSTODIAN_EOD_STATEMENT
993f2cfd-b288-459f-901a-1a977798674a,CUS-004,INE021A01026,ASIAN PAINTS,-150,2026-06-09,CUSTODIAN_EOD_STATEMENT
93a277d7-2017-4792-9907-1f7995682f47,CUS-002,INE140A01024,BANK OF BARODA,-11500,2026-06-09,CUSTODIAN_EOD_STATEMENT
e0b7711a-22b9-47b8-b547-6456988878d0,CUS-001,INE062A01020,STATE BANK OF INDIA,-85,2026-06-09,CUSTODIAN_EOD_STATEMENT
9e696980-11f1-4042-b8d1-ba7c1d3afbaa,CUS-005,INE002A01018,RELIANCE INDUSTRIES,2375,2026-06-09,CUSTODIAN_EOD_STATEMENT
03d64ed6-8593-41fa-9637-8cc78d8b0b9e,CUS-001,INE238A01034,AXIS BANK,14,2026-06-09,CUSTODIAN_EOD_STATEMENT
11bddd18-a832-4583-b95d-831a2ec44375,CUS-005,INE917I01010,AVENUE SUPERMARTS (DMART),25,2026-06-09,CUSTODIAN_EOD_STATEMENT
281bf420-06bd-48ae-8880-79a55ef1e968,CUS-005,INE059B01024,RAIN INDUSTRIES,-12,2026-06-09,CUSTODIAN_EOD_STATEMENT
f3b22184-31eb-457d-9994-cdd5dd4e24ce,CUS-005,INE129A01019,GAIL (INDIA),-1200,2026-06-09,CUSTODIAN_EOD_STATEMENT
46a813a2-69bd-42c7-b6e9-6dca01c9ea90,CUS-005,INE628A01036,ULTRATECH CEMENT,1000,2026-06-09,CUSTODIAN_EOD_STATEMENT
fe975349-de49-4c74-9da9-20f57ffd439d,CUS-003,INE483S01020,LATENT VIEW ANALYTICS,1600,2026-06-09,CUSTODIAN_EOD_STATEMENT
a6e9f000-1617-4e41-aa68-9fd03aeae6d0,CUS-002,INE002A01018,RELIANCE INDUSTRIES,4000,2026-06-09,CUSTODIAN_EOD_STATEMENT
4a334508-692b-448f-a721-01b2b1418f26,CUS-005,INE216A01030,BHARAT ELECTRONICS,-700,2026-06-09,CUSTODIAN_EOD_STATEMENT
